CITY/COMMUNITY (if in Los Angeles City),new_cases,total_cases,lat,long,date
Silverlake,,20,34.0869,-118.2702,3/31/2020
South Carthay,,8,34.0561,-118.3734,3/31/2020
South Park,,5,34.0418,-118.2639,3/31/2020
Studio City,,18,34.1413,-118.3878,3/31/2020
Sun Valley,,8,34.2274,-118.3811,3/31/2020
Sunland,,5,34.2660,-118.3114,3/31/2020
Sylmar,,25,34.3058,-118.4572,3/31/2020
Tarzana,,26,34.1509,-118.5517,3/31/2020
Temple-Beaudry,,10,34.0629,-118.2513,3/31/2020
Tujunga,,5,34.2633,-118.3027,3/31/2020
University Park,,12,34.0315,-118.2797,3/31/2020
Valley Glen,,7,34.1838,-118.4172,3/31/2020
Valley Village,,21,34.1633,-118.3842,3/31/2020
Van Nuys,,13,34.1899,-118.4514,3/31/2020
Venice,,18,33.9764,-118.4667,3/31/2020
Vermont Vista,,6,33.9465,-118.2826,3/31/2020
Vernon Central,,5,34.0043,-118.2570,3/31/2020
Watts,,7,33.9386,-118.2380,3/31/2020
West Adams,,12,34.0342,-118.3623,3/31/2020
West Hills,,10,34.1973,-118.6440,3/31/2020
West Los Angeles,,20,34.0399,-118.4422,3/31/2020
West Vernon,,13,34.0039,-118.2301,3/31/2020
Westchester,,17,33.9597,-118.4006,3/31/2020
Westlake,,10,34.1458,-118.8056,3/31/2020
Westwood,,28,34.0561,-118.4297,3/31/2020
Wholesale District,,10,34.0300,-118.2452,3/31/2020
Wilmington,,12,33.7800,-118.2617,3/31/2020
Wilshire Center,,8,34.0642,-118.2984,3/31/2020
Winnetka,,10,34.2059,-118.5754,3/31/2020
Woodland Hills,,25,34.1659,-118.6104,3/31/2020
Altadena,,12,34.1902,-118.1313,3/31/2020
Athens-Westmont,,11,33.9238,-118.3019,3/31/2020
Castaic,,3,34.4889,-118.6229,3/31/2020
East Los Angeles,,14,34.0316,-118.1724,3/31/2020
Hacienda Heights,,5,33.9931,-117.9687,3/31/2020
Ladera Heights,,5,33.9878,-118.3704,3/31/2020
Lennox,,8,33.9397,-118.3529,3/31/2020
Marina del Rey,,5,33.9803,-118.4517,3/31/2020
Rowland Heights,,3,33.9761,-117.9053,3/31/2020
South Whittier,,7,33.9608,-118.0417,3/31/2020
West Carson,,9,33.8206,-118.2934,3/31/2020
Willowbrook,,2,33.9170,-118.2551,3/31/2020
- Under Investigation,,309,#N/A,#N/A,3/31/2020
Long Beach,,115,33.7701,-118.1937,3/31/2020
Pasadena,,25,34.1561,-118.1319,3/31/2020
Agoura Hills,,10,34.1364,-118.7745,4/1/2020
Alhambra,,13,34.0953,-118.1270,4/1/2020
Arcadia,,12,34.1397,-118.0353,4/1/2020
Azusa,,7,34.1336,-117.9076,4/1/2020
Baldwin Park,,3,34.0853,-117.9609,4/1/2020
Bell,,12,33.9761,-118.1851,4/1/2020
Bell Gardens,,5,33.9653,-118.1515,4/1/2020
Bellflower,,23,33.8822,-118.1180,4/1/2020
Beverly Hills,,39,34.0736,-118.4004,4/1/2020
Burbank,,39,34.1808,-118.3090,4/1/2020
Calabasas,,13,34.1383,-118.6608,4/1/2020
Carson,,44,33.8374,-118.2559,4/1/2020
Cerritos,,8,33.8584,-118.0648,4/1/2020
Claremont,,3,34.1261,-117.7158,4/1/2020
Compton,,19,33.8958,-118.2201,4/1/2020
Covina,,9,34.0900,-117.8903,4/1/2020
Culver City,,17,34.0211,-118.3965,4/1/2020
Diamond Bar,,6,34.0286,-117.8103,4/1/2020
Downey,,37,33.9451,-118.1281,4/1/2020
El Monte,,6,34.0733,-118.0275,4/1/2020
Gardena,,14,33.8938,-118.3080,4/1/2020
Glendale,,86,34.1425,-118.2551,4/1/2020
Glendora,,7,34.1361,-117.8653,4/1/2020
Hawthorne,,22,33.9194,-118.3540,4/1/2020
Hermosa Beach,,12,33.8621,-118.4000,4/1/2020
Huntington Park,,13,33.9849,-118.2278,4/1/2020
Inglewood,,37,33.9610,-118.3554,4/1/2020
La Canada Flintridge,,8,34.2091,-118.2001,4/1/2020
La Mirada,,9,33.9190,-118.0105,4/1/2020
La Puente,,6,34.0200,-117.9495,4/1/2020
La Verne,,2,34.1202,-117.7704,4/1/2020
Lakewood,,18,33.8536,-118.1340,4/1/2020
Lancaster,,32,34.6868,-118.1542,4/1/2020
Lawndale,,7,33.8881,-118.3535,4/1/2020
Lynwood,,20,33.9293,-118.2139,4/1/2020
Manhattan Beach,,41,33.8812,-118.4072,4/1/2020
Maywood,,8,33.9885,-118.1874,4/1/2020
Monrovia,,7,34.1481,-117.9990,4/1/2020
Montebello,,7,34.0095,-118.1054,4/1/2020
Monterey Park,,9,34.0625,-118.1228,4/1/2020
Norwalk,,21,33.9022,-118.0817,4/1/2020
Palmdale,,18,34.5794,-118.1093,4/1/2020
Palos Verdes Estates,,15,33.7871,-118.3976,4/1/2020
Paramount,,10,33.8895,-118.1598,4/1/2020
Pico Rivera,,14,33.9831,-118.0967,4/1/2020
Pomona,,13,34.0551,-117.7500,4/1/2020
Rancho Palos Verdes,,16,33.7445,-118.3870,4/1/2020
Redondo Beach,,50,33.8492,-118.3884,4/1/2020
Rosemead,,3,34.0806,-118.0728,4/1/2020
San Dimas,,5,34.1067,-117.8067,4/1/2020
San Fernando,,5,34.2819,-118.4390,4/1/2020
San Gabriel,,6,34.0968,-118.1057,4/1/2020
Santa Clarita,,50,34.3917,-118.5426,4/1/2020
Santa Monica,,53,34.0242,-118.4965,4/1/2020
South Gate,,25,33.9560,-118.2113,4/1/2020
South Pasadena,,7,34.1165,-118.1468,4/1/2020
Temple City,,1,34.1072,-118.0579,4/1/2020
Torrance,,63,33.8408,-118.3454,4/1/2020
Walnut,,4,34.0203,-117.8653,4/1/2020
West Covina,,7,34.0686,-117.9390,4/1/2020
West Hollywood,,64,34.0907,-118.3860,4/1/2020
Whittier,,15,33.9679,-118.0189,4/1/2020
Adams-Normandie,,8,34.0343,-118.2993,4/1/2020
Arleta,,7,34.2419,-118.4256,4/1/2020
Baldwin Hills,,13,34.0047,-118.3415,4/1/2020
Bel Air,,12,34.0833,-118.4487,4/1/2020
Beverly Crest,,22,34.1024,-118.4163,4/1/2020
Beverlywood,,15,34.0409,-118.3919,4/1/2020
Boyle Heights,,15,34.0339,-118.2054,4/1/2020
Brentwood,,39,34.0519,-118.4731,4/1/2020
Canoga Park,,10,34.2011,-118.5981,4/1/2020
Carthay,,17,34.0573,-118.3679,4/1/2020
Central,,13,34.0833,-118.4487,4/1/2020
Century City,,17,34.0556,-118.4179,4/1/2020
Century Palms/Cove,,11,33.9461,-118.2732,4/1/2020
Chatsworth,,18,34.2506,-118.6148,4/1/2020
Cheviot Hills,,8,34.0458,-118.4079,4/1/2020
Cloverdale/Cochran,,5,34.0626,-118.3465,4/1/2020
Country Club Park,,8,34.0503,-118.3212,4/1/2020
Crenshaw District,,5,34.0158,-118.3453,4/1/2020
Crestview,,15,34.0458,-118.3816,4/1/2020
Del Rey,,17,33.9878,-118.4229,4/1/2020
Downtown,,15,34.0422,-118.2488,4/1/2020
Eagle Rock,,11,34.1322,-118.2117,4/1/2020
East Hollywood,,12,34.0948,-118.2910,4/1/2020
Echo Park,,6,34.0782,-118.2606,4/1/2020
El Sereno,,4,34.0875,-118.1715,4/1/2020
Encino,,32,34.1517,-118.5214,4/1/2020
Exposition Park,,8,34.0147,-118.2872,4/1/2020
Florence-Firestone,,14,33.9632,-118.2426,4/1/2020
Glassell Park,,16,34.1161,-118.2290,4/1/2020
Granada Hills,,14,34.2794,-118.5022,4/1/2020
Green Meadows,,8,33.9556,-118.2694,4/1/2020
Hancock Park,,33,34.0745,-118.3304,4/1/2020
Harbor City,,7,33.7900,-118.2978,4/1/2020
Harbor Gateway,,9,33.8501,-118.2991,4/1/2020
Harvard Heights,,5,34.0440,-118.3042,4/1/2020
Harvard Park,,4,33.9841,-118.3042,4/1/2020
Highland Park,,9,34.1145,-118.1842,4/1/2020
Historic Filipinotown,,5,34.0703,-118.2680,4/1/2020
Hollywood,,67,34.1016,-118.3337,4/1/2020
Hollywood Hills,,32,34.1341,-118.3215,4/1/2020
Hyde Park,,8,33.9819,-118.3309,4/1/2020
Koreatown,,18,34.0578,-118.3009,4/1/2020
Lake Balboa,,14,34.1839,-118.4954,4/1/2020
Lakeview Terrace,,6,34.2764,-118.3612,4/1/2020
Leimert Park,,7,34.0118,-118.3234,4/1/2020
Lincoln Heights,,5,34.0706,-118.2051,4/1/2020
Little Bangladesh,,8,34.0691,-118.2956,4/1/2020
Los Feliz,,14,34.1124,-118.2851,4/1/2020
Mar Vista,,18,34.0037,-118.4690,4/1/2020
Marina Peninsula,,6,33.9797,-118.4657,4/1/2020
Melrose,,104,34.0837,-118.3366,4/1/2020
Mid-city,,13,34.0429,-118.3344,4/1/2020
Miracle Mile,,12,34.0597,-118.3500,4/1/2020
Mission Hills,,6,34.2723,-118.4689,4/1/2020
North Hills,,11,34.2362,-118.4851,4/1/2020
North Hollywood,,45,34.1870,-118.3813,4/1/2020
Northridge,,12,34.2379,-118.5302,4/1/2020
Pacific Palisades,,23,34.0481,-118.5265,4/1/2020
Pacoima,,7,34.2625,-118.4270,4/1/2020
Palms,,27,34.0237,-118.4151,4/1/2020
Panorama City,,11,34.2247,-118.4498,4/1/2020
Park La Brea,,5,34.0702,-118.3497,4/1/2020
Pico-Union,,9,34.0446,-118.2770,4/1/2020
Playa Vista,,7,33.9728,-118.4276,4/1/2020
Porter Ranch,,8,39.4346,-121.0205,4/1/2020
Reseda,,20,34.2011,-118.5360,4/1/2020
San Pedro,,14,33.7361,-118.2922,4/1/2020
Sherman Oaks,,37,34.1500,-118.4489,4/1/2020
Silverlake,,25,34.0869,-118.2702,4/1/2020
South Carthay,,9,34.0561,-118.3734,4/1/2020
South Park,,11,34.0418,-118.2639,4/1/2020
Studio City,,19,34.1413,-118.3878,4/1/2020
Sun Valley,,9,34.2274,-118.3811,4/1/2020
Sunland,,8,34.2660,-118.3114,4/1/2020
Sylmar,,30,34.3058,-118.4572,4/1/2020
Tarzana,,29,34.1509,-118.5517,4/1/2020
Temple-Beaudry,,11,34.0629,-118.2513,4/1/2020
Tujunga,,5,34.2633,-118.3027,4/1/2020
University Park,,14,34.0315,-118.2797,4/1/2020
Valley Glen,,8,34.1838,-118.4172,4/1/2020
Valley Village,,23,34.1633,-118.3842,4/1/2020
Van Nuys,,17,34.1899,-118.4514,4/1/2020
Venice,,18,33.9764,-118.4667,4/1/2020
Vermont Knolls,,5,33.9293,-118.2893,4/1/2020
Vermont Vista,,7,33.9465,-118.2826,4/1/2020
Vernon Central,,5,34.0043,-118.2570,4/1/2020
Watts,,7,33.9386,-118.2380,4/1/2020
West Adams,,14,34.0342,-118.3623,4/1/2020
West Hills,,10,34.1973,-118.6440,4/1/2020
West Los Angeles,,22,34.0399,-118.4422,4/1/2020
West Vernon,,15,34.0039,-118.2301,4/1/2020
Westchester,,18,33.9597,-118.4006,4/1/2020
Westlake,,13,34.1458,-118.8056,4/1/2020
Westwood,,26,34.0561,-118.4297,4/1/2020
Wholesale District,,10,34.0300,-118.2452,4/1/2020
Wilmington,,13,33.7800,-118.2617,4/1/2020
Wilshire Center,,12,34.0642,-118.2984,4/1/2020
Winnetka,,11,34.2059,-118.5754,4/1/2020
Woodland Hills,,29,34.1659,-118.6104,4/1/2020
Altadena,,14,34.1902,-118.1313,4/1/2020
Athens-Westmont,,13,33.9238,-118.3019,4/1/2020
Castaic,,3,34.4889,-118.6229,4/1/2020
East Los Angeles,,16,34.0316,-118.1724,4/1/2020
Florence-Firestone,,19,33.9632,-118.2426,4/1/2020
Hacienda Heights,,8,33.9931,-117.9687,4/1/2020
Ladera Heights,,5,33.9878,-118.3704,4/1/2020
Lennox,,8,33.9397,-118.3529,4/1/2020
Marina del Rey,,5,33.9803,-118.4517,4/1/2020
Rowland Heights,,5,33.9761,-117.9053,4/1/2020
South San Gabriel,,5,34.0492,-118.0949,4/1/2020
South Whittier,,8,33.9608,-118.0417,4/1/2020
View Park/Windsor Hills,,7,33.9943,-118.3447,4/1/2020
West Carson,,11,33.8206,-118.2934,4/1/2020
West Whittier/Los Nietos,,1,33.9760,-118.0691,4/1/2020
Willowbrook,,5,33.9170,-118.2551,4/1/2020
- Under Investigation,,394,#N/A,#N/A,4/1/2020
Long Beach,,133,33.7701,-118.1937,4/1/2020
Pasadena,,33,34.1561,-118.1319,4/1/2020
Agoura Hills,,14,34.1364,-118.7745,4/2/2020
Alhambra,,15,34.0953,-118.1270,4/2/2020
Arcadia,,12,34.1397,-118.0353,4/2/2020
Azusa,,8,34.1336,-117.9076,4/2/2020
Baldwin Park,,5,34.0853,-117.9609,4/2/2020
Bell,,14,33.9761,-118.1851,4/2/2020
Bell Gardens,,5,33.9653,-118.1515,4/2/2020
Bellflower,,24,33.8822,-118.1180,4/2/2020
Beverly Hills,,45,34.0736,-118.4004,4/2/2020
Burbank,,41,34.1808,-118.3090,4/2/2020
Calabasas,,13,34.1383,-118.6608,4/2/2020
Carson,,55,33.8374,-118.2559,4/2/2020
Cerritos,,10,33.8584,-118.0648,4/2/2020
Claremont,,3,34.1261,-117.7158,4/2/2020
Compton,,24,33.8958,-118.2201,4/2/2020
Covina,,11,34.0900,-117.8903,4/2/2020
Cudahy,,9,33.9609,-118.1858,4/2/2020
Culver City,,19,34.0211,-118.3965,4/2/2020
Diamond Bar,,7,34.0286,-117.8103,4/2/2020
Downey,,43,33.9451,-118.1281,4/2/2020
El Monte,,7,34.0733,-118.0275,4/2/2020
Gardena,,17,33.8938,-118.3080,4/2/2020
Glendale,,93,34.1425,-118.2551,4/2/2020
Glendora,,7,34.1361,-117.8653,4/2/2020
Hawthorne,,26,33.9194,-118.3540,4/2/2020
Hermosa Beach,,15,33.8621,-118.4000,4/2/2020
Huntington Park,,15,33.9849,-118.2278,4/2/2020
Inglewood,,44,33.9610,-118.3554,4/2/2020
La Canada Flintridge,,8,34.2091,-118.2001,4/2/2020
La Mirada,,11,33.9190,-118.0105,4/2/2020
La Puente,,7,34.0200,-117.9495,4/2/2020
La Verne,,2,34.1202,-117.7704,4/2/2020
Lakewood,,21,33.8536,-118.1340,4/2/2020
Lancaster,,33,34.6868,-118.1542,4/2/2020
Lawndale,,8,33.8881,-118.3535,4/2/2020
Lynwood,,21,33.9293,-118.2139,4/2/2020
Malibu,,5,34.0259,-118.7798,4/2/2020
Manhattan Beach,,43,33.8812,-118.4072,4/2/2020
Maywood,,10,33.9885,-118.1874,4/2/2020
Monrovia,,7,34.1481,-117.9990,4/2/2020
Montebello,,9,34.0095,-118.1054,4/2/2020
Monterey Park,,11,34.0625,-118.1228,4/2/2020
Norwalk,,26,33.9022,-118.0817,4/2/2020
Palmdale,,20,34.5794,-118.1093,4/2/2020
Palos Verdes Estates,,18,33.7871,-118.3976,4/2/2020
Paramount,,13,33.8895,-118.1598,4/2/2020
Pico Rivera,,15,33.9831,-118.0967,4/2/2020
Pomona,,15,34.0551,-117.7500,4/2/2020
Rancho Palos Verdes,,20,33.7445,-118.3870,4/2/2020
Redondo Beach,,54,33.8492,-118.3884,4/2/2020
Rolling Hills Estates,,5,33.7878,-118.3581,4/2/2020
Rosemead,,3,34.0806,-118.0728,4/2/2020
San Dimas,,6,34.1067,-117.8067,4/2/2020
San Fernando,,5,34.2819,-118.4390,4/2/2020
San Gabriel,,7,34.0968,-118.1057,4/2/2020
Santa Clarita,,65,34.3917,-118.5426,4/2/2020
Santa Monica,,56,34.0242,-118.4965,4/2/2020
South Gate,,30,33.9560,-118.2113,4/2/2020
South Pasadena,,7,34.1165,-118.1468,4/2/2020
Temple City,,1,34.1072,-118.0579,4/2/2020
Torrance,,69,33.8408,-118.3454,4/2/2020
Walnut,,4,34.0203,-117.8653,4/2/2020
West Covina,,7,34.0686,-117.9390,4/2/2020
West Hollywood,,68,34.0907,-118.3860,4/2/2020
Whittier,,16,33.9679,-118.0189,4/2/2020
Adams-Normandie,,8,34.0343,-118.2993,4/2/2020
Arleta,,7,34.2419,-118.4256,4/2/2020
Baldwin Hills,,13,34.0047,-118.3415,4/2/2020
Bel Air,,12,34.0833,-118.4487,4/2/2020
Beverly Crest,,23,34.1024,-118.4163,4/2/2020
Beverlywood,,15,34.0409,-118.3919,4/2/2020
Boyle Heights,,20,34.0339,-118.2054,4/2/2020
Brentwood,,42,34.0519,-118.4731,4/2/2020
Canoga Park,,16,34.2011,-118.5981,4/2/2020
Carthay,,17,34.0573,-118.3679,4/2/2020
Central,,16,34.0833,-118.4487,4/2/2020
Century City,,17,34.0556,-118.4179,4/2/2020
Century Palms/Cove,,11,33.9461,-118.2732,4/2/2020
Chatsworth,,20,34.2506,-118.6148,4/2/2020
Cheviot Hills,,9,34.0458,-118.4079,4/2/2020
Cloverdale/Cochran,,5,34.0626,-118.3465,4/2/2020
Country Club Park,,9,34.0503,-118.3212,4/2/2020
Crenshaw District,,7,34.0158,-118.3453,4/2/2020
Crestview,,17,34.0458,-118.3816,4/2/2020
Del Rey,,20,33.9878,-118.4229,4/2/2020
Downtown,,15,34.0422,-118.2488,4/2/2020
Eagle Rock,,13,34.1322,-118.2117,4/2/2020
East Hollywood,,12,34.0948,-118.2910,4/2/2020
Echo Park,,6,34.0782,-118.2606,4/2/2020
El Sereno,,9,34.0875,-118.1715,4/2/2020
Encino,,33,34.1517,-118.5214,4/2/2020
Exposition Park,,13,34.0147,-118.2872,4/2/2020
Florence-Firestone,,18,33.9632,-118.2426,4/2/2020
Glassell Park,,18,34.1161,-118.2290,4/2/2020
Gramercy Place,,5,34.0468,-118.3127,4/2/2020
Granada Hills,,19,34.2794,-118.5022,4/2/2020
Green Meadows,,8,33.9556,-118.2694,4/2/2020
Hancock Park,,34,34.0745,-118.3304,4/2/2020
Harbor City,,8,33.7900,-118.2978,4/2/2020
Harbor Gateway,,11,33.8501,-118.2991,4/2/2020
Harvard Heights,,6,34.0440,-118.3042,4/2/2020
Harvard Park,,5,33.9841,-118.3042,4/2/2020
Highland Park,,10,34.1145,-118.1842,4/2/2020
Historic Filipinotown,,6,34.0703,-118.2680,4/2/2020
Hollywood,,71,34.1016,-118.3337,4/2/2020
Hollywood Hills,,34,34.1341,-118.3215,4/2/2020
Hyde Park,,10,33.9819,-118.3309,4/2/2020
Koreatown,,21,34.0578,-118.3009,4/2/2020
Lake Balboa,,16,34.1839,-118.4954,4/2/2020
Lakeview Terrace,,8,34.2764,-118.3612,4/2/2020
Leimert Park,,10,34.0118,-118.3234,4/2/2020
Lincoln Heights,,6,34.0706,-118.2051,4/2/2020
Little Bangladesh,,9,34.0691,-118.2956,4/2/2020
Los Feliz,,16,34.1124,-118.2851,4/2/2020
Mar Vista,,21,34.0037,-118.4690,4/2/2020
Marina Peninsula,,6,33.9797,-118.4657,4/2/2020
Melrose,,113,34.0837,-118.3366,4/2/2020
Mid-city,,14,34.0429,-118.3344,4/2/2020
Miracle Mile,,12,34.0597,-118.3500,4/2/2020
Mission Hills,,6,34.2723,-118.4689,4/2/2020
North Hills,,13,34.2362,-118.4851,4/2/2020
North Hollywood,,57,34.1870,-118.3813,4/2/2020
Northridge,,14,34.2379,-118.5302,4/2/2020
Pacific Palisades,,24,34.0481,-118.5265,4/2/2020
Pacoima,,8,34.2625,-118.4270,4/2/2020
Palms,,28,34.0237,-118.4151,4/2/2020
Panorama City,,16,34.2247,-118.4498,4/2/2020
Park La Brea,,6,34.0702,-118.3497,4/2/2020
Pico-Union,,9,34.0446,-118.2770,4/2/2020
Playa Vista,,7,33.9728,-118.4276,4/2/2020
Porter Ranch,,12,39.4346,-121.0205,4/2/2020
Reseda,,21,34.2011,-118.5360,4/2/2020
San Pedro,,19,33.7361,-118.2922,4/2/2020
Shadow Hills,,5,34.2575,-118.3550,4/2/2020
Sherman Oaks,,43,34.1500,-118.4489,4/2/2020
Silverlake,,25,34.0869,-118.2702,4/2/2020
South Carthay,,14,34.0561,-118.3734,4/2/2020
South Park,,12,34.0418,-118.2639,4/2/2020
Studio City,,19,34.1413,-118.3878,4/2/2020
Sun Valley,,10,34.2274,-118.3811,4/2/2020
Sunland,,9,34.2660,-118.3114,4/2/2020
Sylmar,,35,34.3058,-118.4572,4/2/2020
Tarzana,,29,34.1509,-118.5517,4/2/2020
Temple-Beaudry,,12,34.0629,-118.2513,4/2/2020
Tujunga,,5,34.2633,-118.3027,4/2/2020
University Park,,15,34.0315,-118.2797,4/2/2020
Valley Glen,,11,34.1838,-118.4172,4/2/2020
Valley Village,,23,34.1633,-118.3842,4/2/2020
Van Nuys,,22,34.1899,-118.4514,4/2/2020
Venice,,20,33.9764,-118.4667,4/2/2020
Vermont Knolls,,7,33.9293,-118.2893,4/2/2020
Vermont Square,,5,34.0037,-118.3002,4/2/2020
Vermont Vista,,7,33.9465,-118.2826,4/2/2020
Vernon Central,,7,34.0043,-118.2570,4/2/2020
Victoria Park,,6,34.0470,-118.3319,4/2/2020
Watts,,11,33.9386,-118.2380,4/2/2020
West Adams,,15,34.0342,-118.3623,4/2/2020
West Hills,,11,34.1973,-118.6440,4/2/2020
West Los Angeles,,24,34.0399,-118.4422,4/2/2020
West Vernon,,17,34.0039,-118.2301,4/2/2020
Westchester,,18,33.9597,-118.4006,4/2/2020
Westlake,,20,34.1458,-118.8056,4/2/2020
Westwood,,25,34.0561,-118.4297,4/2/2020
Wholesale District,,12,34.0300,-118.2452,4/2/2020
Wilmington,,13,33.7800,-118.2617,4/2/2020
Wilshire Center,,15,34.0642,-118.2984,4/2/2020
Winnetka,,15,34.2059,-118.5754,4/2/2020
Woodland Hills,,33,34.1659,-118.6104,4/2/2020
Altadena,,16,34.1902,-118.1313,4/2/2020
Athens-Westmont,,15,33.9238,-118.3019,4/2/2020
Castaic,,4,34.4889,-118.6229,4/2/2020
Covina,,6,34.0900,-117.8903,4/2/2020
East Los Angeles,,23,34.0316,-118.1724,4/2/2020
Florence-Firestone,,23,33.9632,-118.2426,4/2/2020
Hacienda Heights,,12,33.9931,-117.9687,4/2/2020
Ladera Heights,,6,33.9878,-118.3704,4/2/2020
Lennox,,9,33.9397,-118.3529,4/2/2020
Marina del Rey,,5,33.9803,-118.4517,4/2/2020
Rowland Heights,,6,33.9761,-117.9053,4/2/2020
South San Gabriel,,5,34.0492,-118.0949,4/2/2020
South Whittier,,9,33.9608,-118.0417,4/2/2020
Stevenson Ranch,,5,34.3873,-118.5802,4/2/2020
View Park/Windsor Hills,,7,33.9943,-118.3447,4/2/2020
West Carson,,11,33.8206,-118.2934,4/2/2020
West Whittier/Los Nietos,,2,33.9760,-118.0691,4/2/2020
Willowbrook,,6,33.9170,-118.2551,4/2/2020
- Under Investigation,,505,#N/A,#N/A,4/2/2020
Long Beach,,139,33.7701,-118.1937,4/2/2020
Pasadena,,37,34.1561,-118.1319,4/2/2020